Testcase_ID,Test_Description,Subarea
52615,Check whether user is able to download using setup QR code on the label on the bottom of a ZSB printer,App_Settings
52617,Check the functionality on Cancel Button when Facebook reset password skipped in middle,Social_Login
52618,Check it should navigate to the social login page after cancelling from the social account and re-login with another account,Social_Login
52636,Check it would return to the login page with a validation message after logging in thrice with a mismatched password,Social_Login
52640,Check the registration page would be displayed correctly when resizing the browser,Social_Login
52642,Check the Android and IOS download icon showing in the Zebra download page After scan with the QR code on the bottom of zsb printer,Social_Login
52676,Check banner pop up works fine when clicking more info,Banners
52677,"Check able to see the ""Watch Setup Video"" option on the default ""Let's setup you printer"" page",Add_Printer
52953,Verify the newly registered user account will see the EULA,Registration 2.0
52954,Verify the newly registered user can login successfully after accepting EULA (Zebra external account),Registration 2.0
52955,"Verify the newly registered user will get logged out by clicking on the ""Exit"" option on the Exit application dialog",Registration 2.0
52956,"Verify the newly registered user will remain in the ""Welcome Screen"" of the ZSB app after clicking on ""Cancel "" in the ""Decline EULA"" dialog.",Registration 2.0
52957,"Verify the newly registered user after exiting EULA, and logging in to the ZSB series app again needs to accept the EULA to proceed to the ZSB Home page",Registration 2.0
52958,"Verify the ""Welcome screen"" is displayed to the newly registered user, force quit the app /minimize and reopen the app can still see the welcome screen is displayed",Registration 2.0
52959,"Verify the newly registered user login shows the ""welcome to ZSB series"" page in Phone B, if not accepting EULA in Phone A",Registration 2.0
52960,"Verify the newly registered Google account can login to the ZSB app using ""Continue with Google"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Registration 2.0
52961,"Verify the newly registered Apple account can log in to the ZSB app using the ""Continue with Apple"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Registration 2.0
52962,"Verify the newly registered Facebook account can log in to the ZSB app using the ""Continue with Facebook"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Registration 2.0
52963,"Verify by deleting an existing user and then login with the deleted user will show the ""Welcome to ZSB series"" page, and need to accept EULA and then can log in successfully",Registration 2.0
52994,"Verify that ""Welcome screen"" will not be displayed again to the user in Phone B, after accepting the EULA from Phone A",Registration 2.0
53045,"iOS-Check User can dismiss the ""Unpair Bluetooth From Printer"" dialog box",Add_Printer 2.0
53046,iOS-Check user is notified about the location permission if not before deleting a printer,Add_Printer
53047,"iOS-Once printer is deleted from Device A , Check the same should be added from Device B",Add_Printer
53048,iOS - Re-add the printer after unpairing the same from the device during new connection creation,Add_Printer
53049,"iOS - Once new connection creation is successful, the printer can be re-added without pairing process",Add_Printer
53050,"iOS - During deletion of one printer, once another printer is added, check the first printer should be added successfully",Add_Printer
53067,Printer Setup Screen- Check the UI of Printer Setup screen,Add_Printer 2.0
53068,Printer Setup Screen- Check the UI of Exit Printer Setup dialog,Add_Printer 2.0
53069,Printer Setup Screen- Check clicking the exit/cancel button on Exit Printer Setup dialog,Add_Printer 2.0
53070,"Printer Setup Screen -Verify the functionality, when the user clicks on ""Start setup"" option in ""Setup your printer page.",Add_Printer 2.0
53071,"[Printer Setup Screen]: Verify the ""Setup your printer"" page displayed same for all Social login accounts",Add_Printer 2.0
53072,[Login-Splash Screen]:'Install the ZSB series app (.apk file) and check the Login Screen UI and Contents,Add_Printer 2.0
53073,[Login-Splash Screen]: Install the lower version of the ZSB series app and upgrade to the latest version (.apk file) and check the Login Screen UI and Contents,Add_Printer 2.0
53086,"[Bluetooth Discovery Process]: Verify the contents of ""Search your printer"" page and its animations are as per the figma design.",Add_Printer 2.0
53087,"[Bluetooth Discovery Process]: Verify the ""Unable to find Printer(s)"" screen is displayed, if the printers are not discovered during the Bluetooth search.",Add_Printer 2.0
53088,[Discovered Printer Selection]: Verify the behavior by selecting the printer from the list which is not registered with the account.,Add_Printer 2.0
53089,"[Discovered Printer Selection]: Verify ""Select Your Printer screen"" screen UI, contents and buttons are proper as per the Figma design.",Add_Printer 2.0
53090,[Discovered Printer Selection]: Verify the behavior by selecting the printer from the list which is already registered with the same account.,Add_Printer 2.0
53091,[Wi-Fi Network Connection]- Check the UI of Wi-Fi searching screen is same as Figma design,Add_Printer 2.0
53092,[Wi-Fi Network Connection]- Check able to connect a secure Wi-fi with correct pw and proceed (From Known network),Add_Printer 2.0
53093,[Wi-Fi Network Connection]- Check able to connect a secure Wi-fi with correct pw and proceed (From Discovered networks),Add_Printer 2.0
53094,[Wi-Fi Network Connection]- Check able to connect an open Wi-Fi and proceed (From Known network),Add_Printer 2.0
53095,[Wi-Fi Network Connection]- Check able to connect an open Wi-Fi and proceed (From Discovered networks),Add_Printer 2.0
53096,"[Wi-Fi_ Enter Network manually.]: Verify ""Enter Network Manually Dialog "" UI and contents are proper as per the Figma Design",Add_Printer 2.0
53097,[Wi-Fi Network Connection]- Check the Known Network section will not be displayed if there is no Known network (Discovered list is available),Add_Printer 2.0
53098,[Wi-Fi- Enter Network Manually]: Verify the printer can connect to the Open SSID by entering the details manually during the Wi-Fi Setup.,Add_Printer 2.0
53099,[Wi-Fi- Enter Network Manually]: Verify the printer can connect to the WPA-PSK SSID by entering the details manually during the Wi-Fi Setup.,Add_Printer 2.0
53100,"[Wi-Fi Network Connection]- Check clicking the exit option on ""Exit Printer Setup"" on ""Connect to a Wi-Fi network"" page",Add_Printer 2.0
53101,"[Wi-Fi- Enter Network Manually]: Verify the behavior by entering the invalid details in the ""Enter Network Manually"" dialog.",Add_Printer 2.0
53110,"iOS-While creating new connection, user should be able to Cancel the Pairing Request",Add_Printer
53205,[New Fonts and UI checking]Check delete an account pop up dialog display correct and then login this deleted user to check the EULA page,Delete_Account
53206,"[New Fonts and UI checking]Check the pop up notification at the top display correct(Print Complete, cover open, paper out etc..)",App_Settings
53207,"[New Fonts and UI checking]Check pop up dialog display correct with only one button, go to printer settings click manage network ,Bluetooth Connection Required dialog pop up",App_Settings
53208,"[New Fonts and UI checking]Check pop up dialog display correct with two buttons, go to printer settings turn on/off auto feed",App_Settings
53209,[New Fonts and UI checking]Perform the Add printer process and check all the page/toast font and dialogs and buttons displayed correctly,Add_Printer 2.0
53210,"[New Fonts and UI checking]Perform the Add printer process and check error message dialog display correct when adding printer,example Firmware update Error, internet access blocked",Add_Printer 2.0
53211,[New Fonts and UI checking]Perform the Add printer process and check paired failed page display correct,Add_Printer 2.0
53212,[New Fonts and UI checking]Perform the Add printer process and check Unable to connect the printer page display correct when adding a printer searching wifi step with turn off device bluetooth,Add_Printer 2.0
53213,[New Fonts and UI checking]Perform the Add printer process and check Failed to connect page dislay correct when adding a printer with input wrong password,Add_Printer 2.0
53214,"[New Fonts and UI checking]Check the permission dialog display correct, remove all the permission and turn off device Bluetooth, then click add printer",Add_Printer 2.0
53215,"[New Fonts and UI checking]Go to printer settings manage network, check bluetooth connection failed dialog display correct",App_Settings
53216,"[New Fonts and UI checking]Go to printer settings manage network, check error dialog display correct if failed to get availabel network",App_Settings
53227,"[New Fonts and UI Check]Check the homepage and the left side hamburger menu, font display correctly",App_Settings
53228,[New Fonts and UI Check] Check the font and dialog displayed correctly in change avatar and email/password,App_Settings
53229,[New Fonts and UI Check] Check the fonts and style correctly in change Theme,App_Settings
53230,"[New Fonts and UI Check] Check the Banners at the top display correct--""Banners""",Banners
53231,"[New Fonts and UI Check] Check the font and dialog displayed correctly Common Designs(including seraching, printing preview, and performing print)",Template_Management
53232,"[New Fonts and UI Check] Check the font and dialog displayed correctly in My Designs(including seraching, printing preview, and performing print)",Template_Management
53233,"[New Fonts and UI Check] Check the font and dialog displayed correctly in My Data(including seraching, deleting, uploading)",Data Sources
53234,[New Fonts and UI Check] Check the font and toast font displayed correctly in Notifications page,Notifications
53235,[New Fonts and UI Check] Check the page/toast font and dialogs and buttons displayed correctly in Printer Settings page,App_Settings
53291,"Verify the "" ZSB Terms of Use and License Agreement"" hyperlink works fine",Registration 2.0
53292,"Verify the ""Zebra's Privacy Statement"" hyperlink works fine",Registration 2.0
53293,Location permission- Check the UI of Location permission dialog,Add_Printer 2.0
53294,Location permission- Check the Location permission dialog will not pop up if already granted in settings,Add_Printer 2.0
53295,Location permission- Check clicking Cancel button will back to home page,Add_Printer 2.0
53296,"Location permission- Check clicking settings button without granting permission, the dialog will pop up again",Add_Printer 2.0
53297,BT permission- Check the UI of BT permission dialog,Add_Printer 2.0
53298,BT permission- Check the BT permission dialog will not pop up if BT is already turned on from settings,Add_Printer 2.0
53299,BT permission- Check clicking Cancel button will back to home page,Add_Printer 2.0
53300,"BT permission- Check clicking settings button without turning on BT, the dialog will pop up again",Add_Printer 2.0
53301,BT permission- Check the BT permission dialog will pop up in any add printer page if it is turned off,Add_Printer 2.0
53302,Printer Setup Readiness screen- Check the UI of Printer Setup Readiness screen,Add_Printer 2.0
53303,Printer Setup Readiness screen- Check the next button works after clicking the LED guide option,Add_Printer 2.0
53304,Printer Setup Readiness screen- Check the UI of LED Guide pop up,Add_Printer 2.0
53305,Printer Setup Readiness screen- Check LED Light Indicator link works,Add_Printer 2.0
53306,Printer Setup Readiness screen- Check the details of Blue or Red LED details,Add_Printer 2.0
53307,Printer Setup Readiness screen- Check clicking dismiss button will close the LED Guide pop up,Add_Printer 2.0
53521,"[Bluetooth Discovery Process]: Verify the contents and the buttons on ""Unable to search your printer(s) screen"" during the bluetooth discovery process.",Add_Printer 2.0
53522,"[Bluetooth Discovery Process]: Verify the behavior by clicking on ""X"" button in the ""Unable to find your printer(s) page.",Add_Printer 2.0
53523,"[Discovered Printer selection]: Verify the ""Setup a Registered printer ?"" dialog is diplayed and contents are proper as per the figma design.",Add_Printer 2.0
53524,"[Discovered Printer Selection]: Verify the behaviour by clicking on continue in the ""Setup a Registered printer ?"" dialog",Add_Printer 2.0
53525,"[Discovered Printer Selection]: Verify the behavior by clicking on cancel in the ""Setup a Registered printer?"" dialog.",Add_Printer 2.0
53526,"[Discovered Printer Selection]: Verify the UI and contents of ""Printer connected"" screen are as per figma design",Add_Printer 2.0
53527,"[Discovered Printer Selection] Verify the UI and contents of ""Unable to connect to printer"" screen are as per figma design",Add_Printer 2.0
53528,"[Discovered Printer Selection]: Verify able to hide or expand the details of each issue type by the + and - button on ""Unable to connect to printer"" page (Turn off printer)",Add_Printer 2.0
53529,"[Discovered Printer Selection]: Verify clicking the contact support on ""Unable to connect to printer"" page will open correct page (Printer was previously paired to your device)",Add_Printer 2.0
53531,"[Discovered Printer Selection]: Verify clicking Try Again on ""Unable to connect to printer"" page will pop up the BT pairing request dialog (Poor or no signal)",Add_Printer 2.0
53532,"[Discovered Printer Selection]: Verify clicking ""Select A Different Printer"" on ""Unable to connect to printer"" page will open select a printer page (Wrong printer selected)",Add_Printer 2.0
53533,"[Discovered Printer Selection]: Verify clicking x button on ""Unable to connect to printer"" page works fine (Printer is not in pairing mode)",Add_Printer 2.0
53548,[Firmware Updates Screen]: UI check for Printer connecting to Cloud Screen,Add_Printer 2.0
53549,[Firmware Updates Screen]: UI check for Firmware Downloading Screen,Add_Printer 2.0
53550,[Firmware Updates Screen]: UI check for Firmware Download Fail Screen and proceed to the Registration screen,Add_Printer 2.0
53551,[Firmware Updates Screen]: UI check for Firmware Updating Screen,Add_Printer 2.0
53552,[Firmware Updates Screen]: UI check for Firmware Update Succeed Screen,Add_Printer 2.0
53553,[Firmware Updates Screen]: UI check for Firmware Update Succeed Screen,Add_Printer 2.0
53554,[Firmware Updates Screen]: UI check for Firmware Update Fail Screen,Add_Printer 2.0
53555,[Firmware Updates Screen]: Check the Contact Support dialog and Link for Support when FW update fail,Add_Printer 2.0
53556,[Printer Registration Screen]: Check the Contact Support dialog and Link for Support when Printer Registration Failed,Add_Printer 2.0
53557,[Printer Registration Screen]: Check the exit warning dialog during registering printer,Add_Printer 2.0
53558,[Firmware Updates Screen]: Check the exit warning dialog after downloading FW,Add_Printer 2.0
53559,[Firmware Updates Screen]: Check the exit warning dialog after updating FW,Add_Printer 2.0
53560,[Printer Registration Screen]: Check the UI of printer Registering screen,Add_Printer 2.0
53561,[Printer Registration Screen]: Check the UI of printer Registration Succeeded screen,Add_Printer 2.0
53562,[Printer Registration Screen]: Check the UI of printer Registration Failed screen,Add_Printer 2.0
53563,[Printer Registration Screen]: Check the Registration Succeeded screen would be prompted after app receives a response from the cloud that the registration has completed(No FW update needed),Add_Printer 2.0
53564,[Printer Registration Screen]: Check the Registration Succeeded screen would be prompted after app receives a response from the cloud that the registration has completed(FW update needed),Add_Printer 2.0
53565,[Printer Registration Screen]: Check the Registration Failed screen would be prompted and provide the list of common issues and troubleshooting steps,Add_Printer 2.0
53566,[Printer Registration Screen]: Check the Contact Support dialog and Link for Support when Printer Registration Failed,Add_Printer 2.0
53567,[Printer Registration Screen]: Check the exit warning dialog during registering printer,Add_Printer 2.0
53568,[Printer Registration Screen]: Check force quit the app when in Registration screen,Add_Printer 2.0
53569,[Printer Registration Screen]: Check switch to the other app in the device when Registration screen,Add_Printer 2.0
53570,[Printer Registration Screen]: Check disconnect the network of the device when in Registration screen,Add_Printer 2.0
53571,Progress Bar-Verify the layout of the Setup Step Flow during printer addition,Add_Printer 2.0
53572,[Firmware Download]Check the firmware download is initiated and Firmware download screen displays correctly.,Add_Printer 2.0
53573,Progress Bar-Verify the design when the process is in Printer connect via BT phase,Add_Printer 2.0
53574,Progress Bar-Verify the design when the process is in Wi-Fi connect phase,Add_Printer 2.0
53575,[Firmware Download] Check the firmware download screen displays activity indicator which shows the download progress.,Add_Printer 2.0
53576,[Firmware Download] Check the firmware download completed successfully and screen should display a success message.,Add_Printer 2.0
53577,Progress Bar-Verify the design when the process is in Register Printer(FW update if applicable) phase,Add_Printer 2.0
53578,Progress Bar-Verify the design when the process is in Test Printer Phase,Add_Printer 2.0
53579,Progress Bar-Verify the design when the Printer setup is complete,Add_Printer 2.0
53581,"[Wi-Fi Network Connection]- Check the UI of ""Connect to a Wi-Fi network"" page is same as Figma design",Add_Printer 2.0
53582,[Wi-Fi Network Connection]- Check the UI of page when there is no network in Discovered Network list (Known network is availble),Add_Printer 2.0
53583,[Wi-Fi Network Connection]- Check the UI of page when Known network and Discovered Network are both unavailable,Add_Printer 2.0
53584,[Wi-Fi Network Connection]- Check able to scroll down or up to see all the networks in the discovered networks list,Add_Printer 2.0
53585,[Wi-Fi Network Connection]- Check the network name can be displayed correctly if the network name is long (More than 20 characters),Add_Printer 2.0
53586,[Wi-Fi Network Connection]- Check the icon which represent the strength of Wi-Fi will be updated according to the strength of the netowk,Add_Printer 2.0
53587,[Wi-Fi Network Connection]- Check the UI of connecting to security network pop up,Add_Printer 2.0
53588,[Wi-Fi Network Connection]- Check the eye toggle works on connecting to secure Wi-fi dialog,Add_Printer 2.0
53589,[Wi-Fi Network Connection]-Check allowable characters of pw field on connecting to secure Wi-fi dialog,Add_Printer 2.0
53590,[Wi-Fi Network Connection]- Check cancelling on the connecting to security network pop up works (with pw inputting),Add_Printer 2.0
53591,[Wi-Fi Network Connection]- Check cancelling on the connecting to security network pop up works (without pw inputting),Add_Printer 2.0
53592,[Wi-Fi Network Connection]- Check clicking the Search Again will search networks again and the list is correct,Add_Printer 2.0
53593,[Wi-Fi Network Connection]- Check able to connect to an open network after clicking Search Again,Add_Printer 2.0
53594,[Wi-Fi Network Connection]- Check able to connect to a secure network after clicking Search Again,Add_Printer 2.0
53595,"[Wi-Fi Network Connection]- Check the UI of ""Exit Printer Setup"" on ""Connect to a Wi-Fi network"" page",Add_Printer 2.0
53596,"[Wi-Fi Network Connection]- Check clicking the cancel option on ""Exit Printer Setup"" on ""Connect to a Wi-Fi network"" page",Add_Printer 2.0
53597,"[Wi-Fi Network Connection]- Check the UI of ""Connecting printer to Wi-Fi network"" page is same as Figma design",Add_Printer 2.0
53598,"[Wi-Fi Network Connection]- Check the UI of ""Successfully connected printer to Wi-Fi network"" page is same as Figma design",Add_Printer 2.0
53599,"[Wi-Fi Network Connection]- Check the UI of ""Unable to connect printer to Wi-Fi network"" page is same as Figma design (Input wrong pw)",Add_Printer 2.0
53600,"[Wi-Fi Network Connection]- Check able to expand or hide the details of each issue type on ""Unable to connect printer to Wi-Fi network"" page via the + and - button (Incorrect Wi-Fi network selected)",Add_Printer 2.0
53601,"[Wi-Fi Network Connection]- Check the Contact Support on ""Unable to connect printer to Wi-Fi network"" page works (Poor or no signal)",Add_Printer 2.0
53602,"[Wi-Fi Network Connection]- Check the Dismiss button works on ""Contact Support"" dialog",Add_Printer 2.0
53603,"[Wi-Fi Network Connection]- Check the Try Again on ""Unable to connect printer to Wi-Fi network"" page works (Incorrect network name entered)",Add_Printer 2.0
53604,"[Wi-Fi Network Connection]- Check clicking the exit button on ""Unable to connect printer to Wi-Fi network"" page (Connection Blocked)",Add_Printer 2.0
53605,"[Wi-Fi Network Connection]- Check the UI of ""Unable to connect to Printer"" dialog is same as Figma design (Printer is turned off)",Add_Printer 2.0
53606,"[Wi-Fi Network Connection]- Check the Try again button on ""Unable to connect to Printer"" dialog (Printer is in sleep mode)",Add_Printer 2.0
53607,"[Wi-Fi Network Connection]- Check clicking the Exit button on ""Unable to connect to Printer"" dialog will back to home page",Add_Printer 2.0
53608,"[Wi-Fi Network Connection]- Check the ""Unable to connect to Printer Moda"" dialog will pop up again if still can’t connect to printer after trying again",Add_Printer 2.0
53609,[Wi-Fi Network Connection]- Check the UI of Open Network Waring modal,Add_Printer 2.0
53610,"[Wi-Fi Network Connection]- Check after clicking Cancel button on Open Network Waring modal, able to connect a secure network",Add_Printer 2.0
53611,"[Wi-Fi Network Connection]- Check after clicking Cancel button on Open Network Waring modal, able to connect a same open network",Add_Printer 2.0
53612,"[Wi-Fi Network Connection]- Check after clicking Cancel button on Open Network Waring modal, able to connect a different open network",Add_Printer 2.0
53621,Test Printer - Verify the layout once the Printer Registration is successful during Add Printer process,Add_Printer 2.0
53622,"Test Printer - Verify the functionality once user click on Next Step on ""Press Release Bar"" step",Add_Printer 2.0
53623,"Test Printer - Verify the functionality once user click on Next Step on ""Open Printer Cover"" step",Add_Printer 2.0
53624,"Test Printer - Verify the functionality once user click on Back on ""Open Printer Cover"" step",Add_Printer 2.0
53625,"Test Printer - Verify the functionality once user click on Next Step on ""Remove cartridge Cover"" step",Add_Printer 2.0
53626,"Test Printer - Verify the functionality once user click on Back Step on ""Remove cartridge Cover"" step",Add_Printer 2.0
53627,"Test Printer - Verify the functionality once user click on Next Step on ""Align label"" step",Add_Printer 2.0
53628,"Test Printer - Verify the functionality once user click on Back Step on ""Align label"" step",Add_Printer 2.0
53629,"Test Printer - Verify the functionality once user click on Next on ""Close Printer cover"" step",Add_Printer 2.0
53630,"Test Printer - Verify the functionality once user click on Back on ""Close Printer cover"" step",Add_Printer 2.0
53631,"Test Printer - Verify the functionality once the user selects Skip button on ""Print a test label"" screen",Add_Printer 2.0
53632,"Test Printer - Verify the functionality once the user selects Print button on ""Print a test label"" screen",Add_Printer 2.0
53633,Test Printer - Verify the functionality when the User confirms the printing on Test Label,Add_Printer 2.0
53634,Test Printer - Verify the functionality when the User DOES NOT confirm the printing on Test Label,Add_Printer 2.0
53635,"Test Printer - Verify the functionality when the User clicks on X on page labelled ""Failed to print test label""",Add_Printer 2.0
53636,"Test Printer - Verify the functionality when the User clicks on Contact support on page labelled ""Failed to print test label""",Add_Printer 2.0
53637,"Test Printer - Verify the functionality when the User clicks onTry again on page labelled ""Failed to print test label""",Add_Printer 2.0
53638,Test Printer - Verify the layout once the Printer Setup is complete,Add_Printer 2.0
53640,"[Firmware Download] Check If the firmware download fails, the screen should display an error message indicating the failure.",Add_Printer 2.0
53641,[Firmware Download] Check if the user is able to exit printer setup after firmware download failed error.,Add_Printer 2.0
53642,[Firmware Update] Check the firmware update process start automatically once firmware download completes.,Add_Printer 2.0
53643,[Firmware Update] Check the firmware update screen displays activity indicator which shows the update progress.,Add_Printer 2.0
53644,"[Firmware Update] Check the ""firmware update successful"" screen display once the firmare update is completed.",Add_Printer 2.0
53645,"[Firmware Update] Check If the firmware update fails, the screen should display an error message indicating the failure.",Add_Printer 2.0
53646,"[Firmware Update] Check ""Firmware Update Failed"" screen should also have a ""Contact Support"" button to allow users to reach out for further assistance.",Add_Printer 2.0
53647,[Firmware Update] Check if the user is able to exit printer setup after firmware update failed.,Add_Printer 2.0
53659,[Finish setup page]: Check that the finish setup page appears when adding a printer need to update firmware and printer is already in this account,Add_Printer 2.0
53660,[Finish setup page]: Check that the finish setup page appears when adding an  printer need to update firmware while disconnecting the Bluetooth pairing by forgetting the pairing at the registration page,Add_Printer 2.0
53661,[Finish setup page]: Check that the finish setup page appears when adding a printer by turn off the device Bluetooth at the registration page,Add_Printer 2.0
53662,[Finish setup page]: Check that the finish setup page appears when adding a printer  while disconnecting the Bluetooth pairing by blocking the printer's Bluetooth(take mobile device out of the range of printer Bluetooth)  at the registration page,Add_Printer 2.0
53663,[Finish setup page]: Check that the finish setup page appears when adding a printer while locking the screen and unlocking it at the registration page,Add_Printer 2.0
53664,[Finish setup page]: Check that the finish setup page appears when adding a printer with firmware update while switching to another app and back at the registration page,Add_Printer 2.0
53665,[Finish setup page]: Check that the finish setup page appears when adding a printer with firmware update while changing the mobile device network at the registration page,Add_Printer 2.0
53666,"[Finish setup page]: check when failed to update printer Firmware, ""Firmware update error"" dialog pop up and printer FW would not be updated",Add_Printer 2.0
53690,"[Wi-Fi- Enter Network Manually]: Verify the status of ""Connect"" button when the user did not enter the username or password in Enter Network Manually dialog.",Add_Printer 2.0
53698,[Lock screen]Check the Finish Setup page can be displayed after locking screen during the printer registration,Add_Printer
53777,Check emoji is not allowed to be input to object (which is prompt at print type),Template_Management
53778,Check the maximum of copies field is 1000 and there is a prompt message for user,Template_Management
53779,Check print preview will be loaded successfully after clicking next button to check the preview while the first label's preview is still in loading status,Template_Management
53780,Check there is a prompt message popping up when selecting an empty file in “Update Data Connections” dialog,Template_Management
53781,Check there is a prompt message popping up after clicking “Clear Queue” button to clear print queue,Printer_ Management
54168,"[Upgrade FW test]Turn off an online printer with elder version FW , then turn on the printer, check printer FW update successful and print a label success",Add_Printer 2.0
54169,"[Upgrade FW test]Turn off a media out/cover open printer with elder version FW, than turn on the printer, check printer FW update successful and print a label success",Add_Printer 2.0
54170,[Upgrade FW test]Scenarios A: out of box golden image Need to Update FW(elder version to latest version),Add_Printer 2.0
54171,[Upgrade FW test]Scenarios A: out of box golden image Need to Update FW(middle version to latest version),Add_Printer 2.0
54172,[Upgrade FW test]Scenarios A: out of box golden image Need to Update FW(latest version to latest version),Add_Printer 2.0
54173,[Upgrade FW test]Scenario B: Manually Decommission before readding No need to update FW(elder version to latest version),Add_Printer 2.0
54174,[Upgrade FW test]Scenario B: Manually Decommission before readding No need to update FW(middle version to latest version),Add_Printer 2.0
54175,[Upgrade FW test]Scenario B: Manually Decommission before readding No need to update FW(latest version to latest version),Add_Printer 2.0
54176,[Upgrade FW test]Scenario C Test case:Add an online printer successful when readding it(older version to latest version),Add_Printer 2.0
54177,[Upgrade FW test]Scenario C Test case:Add an online printer successful when readding it(middle version to latest version),Add_Printer 2.0
54178,[Upgrade FW test]Scenario C Test case:Add an online printer successful when readding it(latest version to latest version),Add_Printer 2.0
54251,Install the ZSB series app(.apk file) and check the Login Screen UI and Contents,Mini Regression
54252,Check the UI of zebra account login page after clicking sign with your email,Mini Regression
54253,Verify new user registration using Mobile application,Mini Regression
54254,Verify the functionality user performs on EULA Screen during registration,Mini Regression
54255,"Verify the newly registered Google account can login to the ZSB app using ""Continue with Google"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Mini Regression
54256,"Verify the newly registered Apple account can log in to the ZSB app using the ""Continue with Apple"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Mini Regression
54257,"Verify the newly registered Facebook account can log in to the ZSB app using the ""Continue with Facebook"" option will display the ""Welcome to ZSB series"" page and need to accept EULA to log in successfully",Mini Regression
54258,Verify the functionality once user provides both Location and Bluetooth access post Registration,Mini Regression
54259,"Verifly the functionality once user clicks on Start Setup from ""Set up your printer"" page",Mini Regression
54260,Verifly the functionality once user selects LED GUIDE link on Setup step page,Mini Regression
54261,Verify the functionality once the user selects Next in order to search for Printers,Mini Regression
54262,Verify the functionality when no Printer is detected,Mini Regression
54263,Verify the printers are listed out successfully after the Bluetooth search,Mini Regression
54264,"Verify the functionality, when the target printer or no Printer is not detected in the BT search",Mini Regression
54265,Verify the functionality once user selects Exit after Printers are searched out,Mini Regression
54266,Verify the functionality once user selects already registered printer after Printers are searched out,Mini Regression
54267,Verify the functionality once user selects a printer searched out in BT process,Mini Regression
54268,Verify the functionlaity once BT Pairing is successful and user navigates to Wifi selection process,Mini Regression
54269,Verify the functionality once Wi-fi networks are shown to user,Mini Regression
54270,Verify the functionality once Wi-fi selected is an Unsecured one,Mini Regression
54271,Verify the printer is able to connect to the Known Wi - Fi Network (Secured) by entering the password manually without using the share password option,Mini Regression
54272,Verify the behaviour by connecting the printer to Wi- Fi using Enter Network Manually option,Mini Regression
54273,Verify the behaviour by connecting the printer to Wi- Fi having No Internet access,Mini Regression
54274,Verify the functionality during Firmware Download,Mini Regression
54275,Verify the functionality during Firmware Update,Mini Regression
54276,Verify the functionality when the there is some printer certificate issue,Mini Regression
54277,Verify the functionality once the Printer registration is successful,Mini Regression
54278,"Update Unit of Measure in Mobile App, check it will sync to Web Portal and Printer Tools",Mini Regression
54279,Edit Workspace - upload and remove image,Mini Regression
54280,Manage Network- Check able to add/delete/sort network when printer bt paired/unpaired in device,Mini Regression
54281,Verify the functionality once a file is shared via APS,Mini Regression
54282,User upload all supported files from local,Mini Regression
54283,To check User login Google/zebra/apple/facebook account and can Link to One Drive (Microsoft account not login),Mini Regression
54284,Check delete registered user with online printer and offline printer succss and printers will decomission,Mini Regression
54285,To check delete user success and can reset the deleted account password success,Mini Regression
54286,Adding New network: add WPA Essid to the Moneybadger (Cancel and Submit),Mini Regression
54287,To Verify mobile app help menu options works.,Mini Regression
54288,"Upload and delete the picture for the zebra account via ""Photo Gallery""",Mini Regression
54289,To verify auto-updation of Pages,Mini Regression
54290,"Error Handling-Check sharing pdf to ZSB app when the printer is in error status(offline, media out, paper out)will show waring toast",Mini Regression
54291,Share template PDF files to ZSB Series and print out,Mini Regression
54292,To check invalid PDF would fail share to ZSB serial,Mini Regression
54293,Check the notification pops up on each client if printer is offline and certificate expired,Mini Regression
54294,Check the notification pops up on each client if printer is offline and certificate about to expire,Mini Regression
54295,"Check the login UI is updated as the Figma (Social login is the first preference, on top ZSB login page )",Mini Regression
54296,log in Non-Zebra/Zebra account and check the token is valid and logout then login to check token renew a new one,Mini Regression
54297,View list of Recently Printed Designs,Mini Regression
54298,View the list of Common Designs,Mini Regression
54299,View list of My Designs,Mini Regression
55469,Check try again button works after turn off the printer during searching WIFI,Add_Printer 2.0
55479,"Connect Wi-Fi from discovered list- Select secure network and input correct pw, check the pw will not be saved in logs",Add_Printer 2.0
55480,"Connect Wi-Fi from discovered list- Select open network but click cancel button, select secure network and input pw, check the pw will not be saved in logs",Add_Printer 2.0
55481,"Enter network manually- Enter secure network and input correct pw, check the pw will not be saved in logs",Add_Printer 2.0
55482,"Enter network manually- Enter open network but click cancel, input secure network and input pw, check the pw will not be saved in logs",Add_Printer 2.0
55483,"Connect Wi-Fi from discovered list- Select secure network but input wrong pw, select same secure network and input correct pw, check connection will be successful and the pw wil be saved in logs (Different pw)",Add_Printer 2.0
55484,"Connect Wi-Fi from discovered list- Select secure network but input wrong pw, select another secure network and input correct pw, check connection will be successful and the pw wil be saved in logs (Same pw)",Add_Printer 2.0
55485,"Connect Wi-Fi from discovered list- Select open network but cancel it, select a secure network and input wrong pw, select same network and input correct pw, check connection will be successful and the pw wil be saved in logs",Add_Printer 2.0
